"U:0","U:1","U:2","Points:0","Points:1","Points:2"
36.2283,1.27433,0.397167,0.0356758,0.166748,0.09
35.6833,2.36661,0.882872,0.0384348,0.167309,0.09
35.5812,2.26298,0.669076,0.0384334,0.166756,0.09
35.774,2.48372,0.787211,0.0378832,0.167308,0.09
36.0909,1.79371,0.676706,0.0378818,0.166755,0.09
36.3374,1.4092,0.411148,0.0406588,0.167344,0.09
36.2935,1.57791,0.539749,0.0406477,0.166776,0.09
36.0744,1.1159,0.450697,0.0400967,0.167326,0.09
35.971,1.45459,0.409173,0.0400897,0.166763,0.09
36.0476,2.18706,0.866183,0.0429019,0.167393,0.09
36.2165,2.0812,0.838787,0.0428935,0.166834,0.09
36.1642,2.03037,0.623672,0.0423425,0.167384,0.09
36.301,1.98312,0.677115,0.0423293,0.166818,0.09
36.0395,2.53625,0.865636,0.045138,0.167426,0.09
35.861,2.55099,0.764137,0.0451224,0.166861,0.09
35.9249,2.81006,0.958152,0.0445711,0.167411,0.09
35.7998,2.73376,0.828106,0.0445617,0.166851,0.09
36.1436,2.57533,0.588342,0.0473609,0.167443,0.09
36.1929,2.72374,0.619139,0.0473596,0.166891,0.09
36.1093,2.69148,0.739198,0.046808,0.167441,0.09
36.1016,2.67334,0.759205,0.0468066,0.166889,0.09
36.5907,3.36584,1.01634,0.0496021,0.16747,0.09
36.5801,3.78885,0.94011,0.0495874,0.16691,0.09
36.2292,3.1035,0.819151,0.0490253,0.167453,0.09
36.4757,3.40901,0.808907,0.0490201,0.166898,0.09
36.6554,3.69326,0.764613,0.051884,0.167507,0.09
36.4632,3.70181,0.679193,0.0518829,0.166957,0.09
36.7718,3.59547,0.776541,0.0513299,0.167506,0.09
36.7982,3.61004,0.629121,0.0513284,0.166955,0.09
37.1423,3.73183,0.956585,0.0541004,0.167512,0.09
37.3328,4.18541,1.12606,0.0540992,0.166961,0.09
36.9782,3.84236,1.05785,0.0535462,0.167511,0.09
36.9335,4.20955,1.22721,0.0535451,0.16696,0.09
37.4932,4.46066,1.26953,0.0563181,0.167515,0.09
37.7915,4.54851,1.16194,0.0563169,0.166964,0.09
37.4329,4.06891,1.01656,0.055763,0.167514,0.09
37.9326,4.08337,0.834511,0.0557618,0.166963,0.09
38.6173,4.44532,1.0536,0.0585819,0.167529,0.09
38.7505,4.71051,1.12717,0.0585813,0.166979,0.09
38.5275,3.98035,0.98181,0.0580258,0.167528,0.09
38.5276,4.38789,0.967286,0.058025,0.166978,0.09
39.059,3.9365,1.27564,0.0609104,0.167534,0.09
39.179,4.03699,1.04181,0.0609101,0.166984,0.09
38.9983,4.06319,1.48324,0.0603366,0.167536,0.09
39.1284,4.20845,1.3883,0.0603367,0.166986,0.09
39.676,4.18523,1.91439,0.0632053,0.167515,0.09
39.818,4.37677,2.03776,0.0632065,0.166965,0.09
39.4257,4.00077,1.44696,0.0626228,0.167524,0.09
39.6246,4.17913,1.53563,0.0626237,0.166974,0.09
40.3309,3.47808,1.32465,0.065431,0.16751,0.09
40.6106,3.5173,1.13665,0.0654323,0.16696,0.09
40.3015,3.51197,1.51513,0.0648768,0.167511,0.09
40.4714,3.66401,1.40517,0.0648781,0.16696,0.09
40.6113,2.12436,1.44842,0.0676475,0.167506,0.09
40.9375,2.39046,1.27897,0.0676486,0.166956,0.09
40.641,2.61685,1.47927,0.0670934,0.167507,0.09
40.7095,2.50299,1.15849,0.0670946,0.166957,0.09
40.9316,2.67712,1.23869,0.0698695,0.167499,0.09
41.0735,2.79758,1.59598,0.069894,0.166938,0.09
40.8093,2.41655,1.04597,0.0693099,0.167502,0.09
40.9576,2.62463,1.42178,0.0693153,0.16695,0.09
40.5793,1.8905,1.80545,0.0721717,0.167445,0.09
40.3582,1.88781,1.73126,0.0721737,0.166894,0.09
40.77,2.20462,1.63449,0.0716144,0.167449,0.09
40.6879,2.0618,1.65708,0.0716199,0.166895,0.09
40.8635,1.57118,1.64431,0.0743872,0.167439,0.09
41.1258,1.49719,1.8475,0.0743922,0.166885,0.09
40.9649,1.46273,1.61985,0.0738324,0.167442,0.09
41.0085,1.45821,1.7144,0.0738345,0.16689,0.09
40.9798,0.949332,1.69857,0.076664,0.167369,0.09
41.1905,1.0297,1.87153,0.0766663,0.166817,0.09
40.992,1.03186,1.63998,0.0761076,0.167375,0.09
41.1132,1.00776,1.75939,0.0761122,0.166819,0.09
41.0759,0.175957,1.5904,0.0788766,0.167365,0.09
41.234,0.106868,1.79189,0.0788786,0.166813,0.09
41.1248,0.204274,1.57328,0.0783235,0.167366,0.09
41.4154,0.263519,1.76291,0.0783256,0.166814,0.09
40.949,-0.881276,1.69378,0.0810888,0.167361,0.09
41.0455,-0.931556,1.50634,0.0810908,0.166808,0.09
41.2315,-0.626388,1.76528,0.0805358,0.167362,0.09
41.1875,-0.733139,1.69,0.0805377,0.166809,0.09
40.3691,-0.974813,1.27091,0.083301,0.167357,0.09
40.629,-1.23709,1.24857,0.0833029,0.166804,0.09
40.6868,-1.19977,1.29266,0.082748,0.167358,0.09
41.0561,-1.34939,1.10645,0.0827498,0.166805,0.09
39.1598,-1.06299,1.23455,0.0855133,0.167352,0.09
39.0688,-1.1807,1.11817,0.085515,0.1668,0.09
39.0911,-0.829201,1.41174,0.0849602,0.167353,0.09
39.1172,-0.972617,1.26599,0.0849619,0.166801,0.09
38.5875,-1.28122,1.18264,0.0877256,0.167348,0.09
38.6756,-1.38463,1.52289,0.0877272,0.166796,0.09
38.7824,-1.25098,1.07925,0.0871725,0.167349,0.09
38.8766,-1.51447,1.31847,0.0871741,0.166797,0.09
38.2685,-0.584748,1.61975,0.089938,0.167344,0.09
38.0486,-0.729678,1.55162,0.0899396,0.166792,0.09
38.3159,-0.53134,1.56633,0.0893849,0.167345,0.09
38.1771,-0.544343,1.81951,0.0893865,0.166793,0.09
38.3805,-0.600766,1.88935,0.0921505,0.16734,0.09
38.1444,-0.472641,1.89133,0.092152,0.166788,0.09
38.275,-0.525243,1.86015,0.0915974,0.167341,0.09
38.0239,-0.448362,1.95458,0.0915989,0.166789,0.09
37.9952,0.547605,1.63209,0.0943632,0.167337,0.09
37.8955,0.652753,1.57357,0.0943647,0.166784,0.09
37.9981,0.0604671,1.76966,0.09381,0.167338,0.09
37.9385,0.0538008,1.46659,0.0938115,0.166785,0.09
37.8627,0.516562,1.90622,0.0965761,0.167333,0.09
37.6143,0.530495,2.24036,0.0965775,0.16678,0.09
38.0477,0.206618,1.53364,0.0960229,0.167334,0.09
37.8348,0.189264,1.97099,0.0960243,0.166781,0.09
37.8632,0.904181,2.2136,0.0987891,0.167329,0.09
37.6466,0.796117,2.34776,0.0987905,0.166776,0.09
37.9463,0.802065,2.37253,0.0982358,0.16733,0.09
38.0292,1.0177,2.52391,0.0982372,0.166777,0.09
38.3556,1.25667,1.79144,0.101002,0.167326,0.09
37.9781,1.37202,1.93233,0.101004,0.166773,0.09
37.9128,1.80919,2.05833,0.100449,0.167327,0.09
37.9366,2.56963,2.36852,0.10045,0.166774,0.09
36.5493,5.36704,1.05444,0.103216,0.167323,0.09
35.3625,6.86004,0.398064,0.103217,0.16677,0.09
36.5153,2.40815,1.46828,0.102662,0.167323,0.09
36.236,3.03414,1.42374,0.102664,0.16677,0.09
41.1032,-0.752555,0.815937,0.105429,0.167319,0.09
40.4858,1.24225,1.23523,0.10543,0.166766,0.09
40.2799,2.63122,-0.360661,0.104876,0.16732,0.09
37.4858,6.42968,0.0718635,0.104877,0.166767,0.09
34.9307,7.97621,-0.846064,0.107643,0.167316,0.09
40.6671,6.94206,-1.28159,0.107644,0.166763,0.09
36.5949,2.29314,-0.770575,0.107089,0.167317,0.09
41.7907,-0.12475,-2.30631,0.107091,0.166764,0.09
41.1721,3.39092,0.499231,0.109857,0.167313,0.09
40.4915,5.70815,0.22907,0.109858,0.16676,0.09
39.3574,8.14317,0.909708,0.109303,0.167314,0.09
39.3993,11.5526,0.962874,0.109304,0.166761,0.09
40.3475,-3.49074,0.837977,0.112071,0.16731,0.09
40.2111,-4.19593,0.912569,0.112072,0.166757,0.09
40.9959,-3.27985,0.630189,0.111517,0.167311,0.09
40.7525,-3.76708,0.528712,0.111518,0.166758,0.09
37.8402,-3.38406,0.582453,0.114285,0.167308,0.09
37.7861,-3.7897,0.59205,0.114287,0.166753,0.09
38.1805,-3.59577,0.400826,0.113731,0.167308,0.09
37.9831,-4.15424,0.336915,0.113733,0.166754,0.09
36.938,-3.09111,0.850259,0.116499,0.167305,0.09
36.7973,-3.23803,1.0815,0.116501,0.166751,0.09
37.1731,-3.0475,0.801406,0.115945,0.167305,0.09
37.1395,-3.4964,0.888051,0.115947,0.166751,0.09
36.0648,-1.86252,1.49664,0.118713,0.167302,0.09
36.0434,-2.21667,1.61044,0.118715,0.166748,0.09
36.4054,-2.03158,1.42144,0.11816,0.167303,0.09
36.2219,-2.46932,1.58007,0.118162,0.166749,0.09
36.3174,-1.26074,2.07731,0.120942,0.167277,0.09
35.5178,-1.1185,2.30647,0.120944,0.166724,0.09
35.9453,-1.31573,1.92672,0.120376,0.167297,0.09
35.4954,-1.50919,1.9787,0.120378,0.166743,0.09
36.1682,-0.722,2.56058,0.122821,0.166871,0.09
35.7997,-0.733579,2.52399,0.122625,0.166674,0.09
35.8869,-0.732612,2.45153,0.122625,0.166895,0.09
36.4933,0.466599,3.62026,0.125944,0.167779,0.09
36.2532,0.695289,4.28696,0.125946,0.166672,0.09
36.0783,-0.262055,2.42682,0.124837,0.167779,0.09
35.7609,-0.523978,2.95126,0.124839,0.166673,0.09
38.0564,-0.35146,2.25027,0.128158,0.167778,0.09
37.7454,0.46659,2.89485,0.128161,0.166671,0.09
37.5741,0.616528,3.28387,0.127051,0.167778,0.09
37.3141,1.31553,3.90305,0.127053,0.166671,0.09
37.8632,0.48717,4.31675,0.130372,0.167777,0.09
39.0485,0.60006,4.45354,0.130375,0.16667,0.09
37.4996,-0.574128,2.56405,0.129265,0.167777,0.09
37.8082,0.0953628,3.07566,0.129268,0.16667,0.09
40.7188,-0.0432587,4.92107,0.132587,0.167776,0.09
41.9094,-1.03162,5.10143,0.13259,0.166669,0.09
39.3185,0.944077,5.05195,0.13148,0.167777,0.09
40.7414,0.295591,5.11751,0.131482,0.16667,0.09
40.9263,-2.78791,2.81871,0.134801,0.167775,0.09
41.4141,-3.73761,2.28161,0.134804,0.166668,0.09
41.2109,-1.76451,4.00937,0.133694,0.167776,0.09
42.0848,-2.71337,3.82882,0.133697,0.166669,0.09
39.4971,-3.3195,0.30913,0.137815,0.16866,0.09
39.8239,-4.69554,-0.118254,0.136047,0.166889,0.09
39.9789,-3.72736,0.500695,0.136045,0.167775,0.09
39.4388,-4.88313,-0.438285,0.137819,0.166889,0.09
38.5477,-2.86257,0.704937,0.140336,0.16888,0.09
39.49,-3.15171,0.501619,0.138121,0.168881,0.09
38.1542,-3.03235,0.199615,0.142551,0.168879,0.09
37.4197,-3.02011,-0.0356784,0.144766,0.168878,0.09
36.7594,-2.68311,0.291535,0.146981,0.168878,0.09
36.4236,-1.87504,0.389839,0.149197,0.168877,0.09
36.7895,-1.16564,0.786233,0.151413,0.168877,0.09
36.8253,-0.824007,1.2429,0.153629,0.168876,0.09
36.5158,-1.52188,0.71012,0.155845,0.168876,0.09
36.3702,-2.8172,0.509132,0.158062,0.168875,0.09
36.7475,-2.3591,1.7755,0.160279,0.168875,0.09
37.3197,-0.167665,3.71869,0.162495,0.168875,0.09
37.7343,1.8009,4.17731,0.164709,0.168874,0.09
37.8051,3.01837,3.44558,0.16692,0.168872,0.09
38.459,1.62963,2.31576,0.169132,0.16887,0.09
38.651,-0.827766,1.27047,0.171344,0.168868,0.09
38.4347,-2.05565,1.27915,0.173555,0.168867,0.09
38.0331,-2.03199,1.21249,0.175767,0.168865,0.09
36.9967,-0.95921,1.05363,0.177979,0.168863,0.09
37.1608,-1.37097,0.553813,0.18019,0.168862,0.09
37.2079,-2.35783,0.848506,0.182402,0.16886,0.09
37.0459,-2.44247,1.2059,0.184614,0.168858,0.09
37.3126,-1.79594,1.20482,0.186825,0.168857,0.09
36.8722,-0.168487,1.211,0.189037,0.168855,0.09
36.2825,-0.181435,0.73359,0.191249,0.168853,0.09
36.559,-1.00354,1.72996,0.19346,0.168851,0.09
37.0206,-1.18989,3.23055,0.195672,0.16885,0.09
37.4654,-1.90244,4.11245,0.197884,0.168848,0.09
37.987,-1.41153,4.84328,0.200095,0.168846,0.09
38.3589,-0.990567,4.67866,0.202307,0.168845,0.09
38.1567,-0.274627,3.39201,0.204519,0.168843,0.09
37.9919,0.586338,0.865758,0.20673,0.168841,0.09
37.9526,0.445126,-1.58739,0.208942,0.168839,0.09
37.0078,0.990173,-3.64688,0.211153,0.168838,0.09
36.1362,0.949917,-4.87948,0.213365,0.168836,0.09
36.4329,1.40268,-4.9848,0.215577,0.168834,0.09
36.7082,1.91187,-4.55753,0.217788,0.168832,0.09
36.4581,1.5353,-3.99219,0.22,0.168831,0.09
36.6965,0.0229852,0.00278267,-0.00179802,0.171046,0.09
36.7,0,0,-0.004,0.171046,0.09
36.6693,0.0591539,0.039377,0.000404023,0.171046,0.09
36.6799,0.102117,0.0666043,0.00260615,0.171047,0.09
36.7219,0.134454,0.0864306,0.00480856,0.171051,0.09
36.6505,0.171879,0.0540771,0.0070118,0.171061,0.09
36.5512,0.218513,0.0849418,0.00921578,0.17107,0.09
36.6183,0.243851,0.18284,0.0114191,0.171076,0.09
36.6332,0.290394,0.148168,0.0136223,0.17108,0.09
36.5985,0.351836,0.146963,0.0158256,0.171084,0.09
36.5295,0.430562,0.215649,0.018029,0.171089,0.09
36.4619,0.511253,0.213972,0.0202326,0.171093,0.09
36.4388,0.559144,0.227318,0.0224364,0.171097,0.09
36.3484,0.610212,0.306481,0.0245045,0.170879,0.09
36.3245,0.537945,0.262207,0.0245016,0.169107,0.09
36.3007,0.573043,0.210165,0.0227387,0.169104,0.09
36.2444,0.588838,0.343948,0.0245029,0.169993,0.09
36.2485,0.579667,0.345083,0.0246385,0.169993,0.09
36.3028,0.575444,0.441001,0.0257406,0.169995,0.09
36.3336,0.511123,0.242144,0.0246369,0.168886,0.09
36.5782,0.469059,0.405504,0.0257388,0.168888,0.09
36.4279,0.756007,0.0850241,0.0279491,0.170013,0.09
36.5484,0.791323,0.0533627,0.0279436,0.168895,0.09
36.4226,0.670622,0.257798,0.0268434,0.17,0.09
36.6653,0.65831,0.25053,0.0268408,0.16889,0.09
36.451,0.916734,0.231273,0.0301667,0.170049,0.09
36.3175,1.13813,0.462464,0.0301593,0.168931,0.09
36.4182,0.844683,0.0993209,0.0290586,0.170035,0.09
36.438,0.984434,0.169101,0.0290495,0.168908,0.09
36.3413,1.09168,0.183991,0.0323739,0.170058,0.09
36.2145,1.01259,0.263227,0.0323717,0.168951,0.09
36.4236,0.966011,0.251912,0.0312709,0.170054,0.09
36.282,0.976347,0.342354,0.0312674,0.168945,0.09
36.1311,1.12926,0.478049,0.0345801,0.170064,0.09
36.135,1.19627,0.638546,0.0345777,0.168958,0.09
36.2377,1.15941,0.326354,0.033477,0.170061,0.09
36.1442,1.22747,0.591672,0.0334747,0.168955,0.09
36.239,1.45722,0.478689,0.0367876,0.170072,0.09
36.0413,1.50486,0.469276,0.0367841,0.168964,0.09
36.1398,1.24554,0.503524,0.0356834,0.170067,0.09
36.1636,1.25955,0.503575,0.0356808,0.168961,0.09
35.9868,1.35877,0.35845,0.0382,0.1692,0.09
36.1974,1.45067,0.558391,0.0389999,0.168986,0.09
36.0735,1.48518,0.456694,0.0381108,0.168973,0.09
36.0737,1.33955,0.435909,0.0388665,0.169209,0.09
36.3291,1.85381,0.390297,0.0406976,0.169595,0.09
36.2976,1.9301,0.370402,0.0406897,0.169035,0.09
36.1521,1.61699,0.316762,0.0401387,0.169586,0.09
36.2818,1.43233,0.3961,0.0401258,0.16902,0.09
36.1818,1.8618,0.406225,0.0429149,0.169611,0.09
36.2113,1.94741,0.389583,0.0429092,0.169054,0.09
36.4706,1.49622,0.223316,0.0423571,0.169604,0.09
36.2354,1.67642,0.263637,0.0423553,0.169051,0.09
36.2772,2.46341,0.716913,0.0451543,0.169644,0.09
36.3196,2.26269,0.607513,0.045153,0.169091,0.09
36.1071,2.61761,0.85066,0.0446012,0.169641,0.09
36.2108,2.38492,0.632021,0.0445984,0.169088,0.09
36.6647,2.6568,0.723784,0.0473711,0.169655,0.09
36.6102,2.80135,0.641759,0.0473652,0.1691,0.09
36.7959,2.30841,0.781613,0.0468135,0.16965,0.09
36.7158,2.60707,0.672721,0.0468119,0.169098,0.09
36.622,2.87536,1.0292,0.0496719,0.169705,0.09
36.4969,2.8286,1.09189,0.0496692,0.169154,0.09
36.6987,2.71664,0.909259,0.0491135,0.169703,0.09
36.5187,2.74154,0.876236,0.0490996,0.169147,0.09
36.9316,3.31911,0.709608,0.0518883,0.16971,0.09
36.9052,3.20803,0.677998,0.0518872,0.169159,0.09
36.8446,3.17291,0.730336,0.0513342,0.169709,0.09
36.8478,3.22536,0.78946,0.0513332,0.169158,0.09
37.7312,2.77881,0.858122,0.0541049,0.169714,0.09
37.601,3.161,0.77744,0.0541038,0.169163,0.09
37.5136,3.39598,0.783033,0.0535507,0.169713,0.09
37.4329,3.8814,0.772489,0.0535496,0.169162,0.09
38.0326,3.55609,0.910179,0.0563228,0.169716,0.09
38.0327,3.56874,0.941816,0.0563216,0.169166,0.09
38.0381,3.52618,0.692593,0.0557677,0.169715,0.09
38.0403,3.61425,0.632474,0.0557665,0.169165,0.09
38.4305,3.9368,1.12783,0.0585848,0.16973,0.09
38.3233,4.18516,1.17971,0.0585841,0.169179,0.09
38.1217,3.62223,0.978501,0.0580287,0.169729,0.09
38.0598,3.78342,0.909497,0.058028,0.169179,0.09
38.8326,3.6842,1.30839,0.0609373,0.16973,0.09
38.9373,3.67115,1.35622,0.0609374,0.16918,0.09
38.8877,3.52464,1.11346,0.0603441,0.169736,0.09
38.9921,3.50421,1.26645,0.0603443,0.169186,0.09
39.4829,2.8691,1.00851,0.0632007,0.169717,0.09
39.1204,3.14517,0.984225,0.0632018,0.169167,0.09
39.2866,3.29692,0.973284,0.0626193,0.169726,0.09
38.8662,3.53784,1.03121,0.0626202,0.169175,0.09
39.7586,2.61658,1.05239,0.0654262,0.169712,0.09
39.7101,2.80442,1.00808,0.0654274,0.169162,0.09
39.5525,3.01633,1.34433,0.0648719,0.169713,0.09
39.5126,3.00633,1.17944,0.0648732,0.169162,0.09
40.105,2.44759,1.19416,0.0676428,0.169709,0.09
40.3726,2.3201,1.32628,0.067644,0.169158,0.09
40.0982,2.81547,1.18636,0.0670887,0.16971,0.09
40.4086,2.77459,1.23815,0.0670899,0.169159,0.09
40.0927,2.53558,1.32043,0.0698591,0.169705,0.09
40.1337,2.60824,1.36777,0.0698602,0.169154,0.09
40.0611,2.48319,1.50829,0.069305,0.169706,0.09
40.2431,2.48986,1.58898,0.0693062,0.169155,0.09
40.4579,1.78988,1.40013,0.0721028,0.169688,0.09
40.4608,1.64054,1.43346,0.0721413,0.169117,0.09
40.5326,2.1099,1.48806,0.0715268,0.169699,0.09
40.6401,2.03118,1.50355,0.0715502,0.169138,0.09
40.3872,1.38585,1.17906,0.0743787,0.169646,0.09
40.3807,1.64944,1.24126,0.0743806,0.169095,0.09
40.2883,1.26549,1.24106,0.073825,0.169648,0.09
40.3661,1.50384,1.25315,0.073827,0.169096,0.09
40.6904,0.744801,1.71895,0.0766131,0.169625,0.09
40.8597,0.677139,1.61495,0.076639,0.169048,0.09
40.6034,1.02597,1.72438,0.0760426,0.16964,0.09
40.8099,1.01876,1.66346,0.0760536,0.169081,0.09
40.1584,0.467685,1.23954,0.0788681,0.169574,0.09
40.2651,0.275619,1.22688,0.0788702,0.169022,0.09
40.3496,0.563392,1.44226,0.0783147,0.169575,0.09
40.4002,0.388431,1.42178,0.078317,0.169023,0.09
40.0405,-0.372696,1.0246,0.0810808,0.16957,0.09
40.471,-0.497775,1.18954,0.0810828,0.169018,0.09
40.1271,-0.329397,1.00668,0.0805276,0.169571,0.09
40.4308,-0.319463,1.1619,0.0805297,0.169019,0.09
39.8145,-0.534763,0.867523,0.0832934,0.169566,0.09
40.082,-0.636235,1.19778,0.0832954,0.169014,0.09
39.7986,-0.734067,0.681582,0.0827403,0.169567,0.09
40.0958,-0.9182,0.953683,0.0827422,0.169015,0.09
39.51,-0.696819,1.2514,0.085506,0.169562,0.09
39.4263,-0.777781,1.35317,0.0855079,0.16901,0.09
39.7168,-0.595392,1.14774,0.0849529,0.169563,0.09
39.5842,-0.664384,1.44832,0.0849547,0.169011,0.09
38.9054,-0.564815,1.32894,0.0877187,0.169559,0.09
38.9215,-0.73734,1.17677,0.0877204,0.169006,0.09
39.1591,-0.465718,1.34367,0.0871655,0.16956,0.09
39.2215,-0.640797,1.19323,0.0871673,0.169007,0.09
38.1562,-0.176232,1.51769,0.0899314,0.169555,0.09
38.1681,-0.311288,1.34118,0.0899331,0.169002,0.09
38.3475,-0.300827,1.54315,0.0893782,0.169556,0.09
38.4584,-0.466378,1.2667,0.0893799,0.169003,0.09
38.052,-0.257868,0.953944,0.0921442,0.169551,0.09
38.117,-0.397891,1.08695,0.0921458,0.168998,0.09
38.0829,-0.643382,0.923294,0.091591,0.169552,0.09
38.0786,-0.777296,0.963958,0.0915926,0.168999,0.09
38.449,-0.029886,0.942204,0.0943571,0.169547,0.09
38.2745,0.0581537,1.30188,0.0943587,0.168995,0.09
38.3624,-0.187705,0.783968,0.0938039,0.169548,0.09
38.0855,-0.101432,1.18591,0.0938054,0.168996,0.09
38.4559,0.124341,1.40141,0.0965702,0.169544,0.09
38.3345,0.198112,1.48626,0.0965717,0.168991,0.09
38.5314,0.0189777,1.21865,0.0960169,0.169545,0.09
38.4336,0.0596582,1.26665,0.0960184,0.168992,0.09
38.0599,0.597669,1.59216,0.0987834,0.16954,0.09
38.153,0.528026,1.57018,0.0987848,0.168988,0.09
38.2764,0.452155,1.54714,0.09823,0.169541,0.09
38.315,0.412925,1.49521,0.0982315,0.168989,0.09
38.0726,1.20827,1.21003,0.100997,0.169537,0.09
38.2935,1.10297,1.36455,0.100998,0.168984,0.09
38.1236,1.11723,1.203,0.100443,0.169538,0.09
38.3451,1.12918,1.42531,0.100445,0.168985,0.09
37.8822,0.967327,0.93179,0.10321,0.169534,0.09
37.9246,1.6621,1.00116,0.103212,0.168981,0.09
37.6326,0.668118,0.791686,0.102657,0.169535,0.09
37.6151,1.04255,0.985035,0.102658,0.168982,0.09
38.1174,0.57534,1.05637,0.105424,0.169531,0.09
37.9571,0.45591,1.15008,0.105425,0.168978,0.09
38.2951,0.702007,1.05937,0.10487,0.169531,0.09
38.4754,0.761649,0.999197,0.104872,0.168979,0.09
38.9234,2.27165,2.35995,0.107638,0.169528,0.09
38.2478,3.57262,3.19083,0.107639,0.168975,0.09
38.222,2.0868,2.3563,0.107084,0.169528,0.09
37.2331,3.01109,3.19399,0.107085,0.168976,0.09
40.7634,0.242128,1.19359,0.109852,0.169525,0.09
41.5463,0.336589,1.46175,0.109853,0.168972,0.09
40.9405,1.01137,1.49415,0.109298,0.169526,0.09
41.615,1.53989,1.87374,0.109299,0.168973,0.09
39.3728,-1.73902,1.1666,0.112066,0.169522,0.09
39.6407,-1.97588,1.08564,0.112067,0.168969,0.09
39.7708,-1.30053,1.12169,0.111512,0.169523,0.09
40.199,-1.64463,1.0027,0.111513,0.16897,0.09
38.3438,-2.26819,0.803959,0.11428,0.169519,0.09
38.4358,-2.63571,0.681834,0.114281,0.168966,0.09
38.7108,-2.14245,0.901329,0.113726,0.16952,0.09
38.7956,-2.47512,0.784906,0.113727,0.168967,0.09
37.3159,-1.87187,0.82455,0.116494,0.169517,0.09
37.251,-2.20666,0.765674,0.116496,0.168964,0.09
37.5491,-1.92485,0.909732,0.11594,0.169517,0.09
37.583,-2.1819,0.869146,0.115942,0.168964,0.09
37.2085,-1.44284,1.71035,0.118709,0.169514,0.09
37.1339,-1.49724,1.78228,0.11871,0.168961,0.09
37.1681,-1.48817,1.6147,0.118155,0.169515,0.09
37.0963,-1.47982,1.71058,0.118156,0.168962,0.09
36.6155,-1.36562,1.66746,0.120554,0.169105,0.09
36.5164,-1.32336,1.59854,0.120954,0.168905,0.09
36.5689,-1.43699,1.54131,0.120379,0.168947,0.09
36.6016,-1.32256,1.69575,0.120899,0.169079,0.09
36.6928,-0.388035,1.87885,0.123724,0.169994,0.09
36.4838,-0.452198,2.08286,0.123727,0.168887,0.09
36.5253,-0.639979,1.45227,0.122617,0.169994,0.09
36.4066,-0.781054,1.90772,0.12262,0.168887,0.09
37.147,-0.101909,2.28937,0.125938,0.169993,0.09
36.8868,0.176577,2.68927,0.125941,0.168886,0.09
36.7963,-0.311236,1.96456,0.124831,0.169993,0.09
36.424,-0.257763,2.01373,0.124834,0.168886,0.09
37.8169,0.0396169,2.2648,0.128152,0.169992,0.09
37.9339,-0.189486,2.26899,0.128155,0.168885,0.09
37.4779,0.229048,2.25259,0.127045,0.169992,0.09
37.6149,0.433714,2.65728,0.127048,0.168885,0.09
37.6228,-0.111363,3.07241,0.130367,0.169991,0.09
37.3665,0.0261367,3.88597,0.13037,0.168884,0.09
37.6033,-0.220886,2.38608,0.12926,0.169991,0.09
37.3634,-0.545839,2.62858,0.129262,0.168884,0.09
38.9268,0.0973561,2.76979,0.132581,0.16999,0.09
39.8397,0.278862,3.85873,0.132584,0.168883,0.09
38.1728,0.170763,3.04995,0.131474,0.16999,0.09
38.4969,0.609811,4.16385,0.131477,0.168883,0.09
40.4335,-1.78952,3.0575,0.134799,0.168882,0.09
40.5076,-0.968791,3.45798,0.133691,0.168883,0.09
39.6895,-1.29463,2.73325,0.134796,0.169989,0.09
39.5671,-0.727742,2.82663,0.133689,0.16999,0.09
39.2582,-2.02441,1.25735,0.13781,0.170874,0.09
39.8458,-2.86862,1.0545,0.136042,0.169103,0.09
39.7387,-2.1991,1.59999,0.136039,0.169989,0.09
39.5756,-3.06497,0.609579,0.137814,0.169103,0.09
38.4273,-1.94642,0.748029,0.140331,0.171094,0.09
39.1407,-1.88797,1.31429,0.138116,0.171095,0.09
38.0278,-2.2974,0.411881,0.142546,0.171093,0.09
37.36,-2.34592,0.160708,0.144761,0.171092,0.09
37.0703,-1.84937,0.548488,0.146976,0.171092,0.09
36.5729,-1.4861,0.751931,0.149192,0.171091,0.09
36.8031,-1.54476,0.716426,0.151408,0.171091,0.09
37.1866,-1.13559,1.01934,0.153624,0.17109,0.09
36.9817,-0.854509,1.20974,0.155841,0.17109,0.09
36.5362,-1.25019,1.12722,0.158057,0.17109,0.09
36.2663,-1.54184,1.23118,0.160274,0.171089,0.09
36.7271,-0.813715,1.95345,0.162491,0.171089,0.09
37.5006,0.541644,2.19605,0.164708,0.171089,0.09
37.7919,2.0717,2.37865,0.16692,0.171087,0.09
38.6312,1.66369,2.00381,0.169132,0.171085,0.09
38.9355,-0.392554,1.16434,0.171343,0.171084,0.09
38.9163,-1.9731,1.31944,0.173555,0.171082,0.09
38.5938,-1.89176,1.41107,0.175767,0.17108,0.09
37.3584,-0.315629,1.46855,0.177978,0.171079,0.09
37.1929,-0.205123,0.634209,0.18019,0.171077,0.09
37.0712,-1.25456,0.516727,0.182402,0.171075,0.09
37.3022,-2.69617,1.05179,0.184613,0.171074,0.09
37.4904,-2.63358,1.36108,0.186825,0.171072,0.09
36.7386,-0.0792888,1.71767,0.189037,0.17107,0.09
36.2304,0.727209,0.848237,0.191248,0.171068,0.09
36.0593,0.340434,0.810352,0.19346,0.171067,0.09
36.5807,-0.210814,1.86288,0.195672,0.171065,0.09
37.1429,-1.71898,2.92829,0.197883,0.171063,0.09
37.3983,-1.75382,4.32062,0.200095,0.171062,0.09
