"U:0","U:1","U:2","Points:0","Points:1","Points:2"
37.5342,-1.82599,0.634008,0.0541236,0.121479,0.09
37.7018,-2.08628,0.671541,0.055231,0.122029,0.09
37.7666,-1.99705,0.685186,0.0552322,0.121479,0.09
37.7019,-1.79881,0.657834,0.0557866,0.121478,0.09
37.9316,-1.79847,0.654538,0.0574522,0.120377,0.09
37.6914,-1.7844,0.656627,0.056341,0.121478,0.09
37.8778,-2.03383,0.421451,0.0574492,0.122028,0.09
37.9122,-1.93406,0.617586,0.0574503,0.121478,0.09
37.8935,-1.76102,0.535973,0.0580102,0.121476,0.09
38.0266,-1.78875,0.566097,0.0597453,0.120361,0.09
37.8989,-1.73967,0.499215,0.0585842,0.12147,0.09
38.1445,-2.07702,0.551303,0.0597453,0.122012,0.09
38.0656,-1.99551,0.624128,0.0597454,0.121461,0.09
38.149,-1.88928,0.605521,0.0603396,0.121462,0.09
38.2125,-1.74053,0.571813,0.0620123,0.120363,0.09
38.2114,-1.78572,0.571783,0.0609255,0.121466,0.09
38.4953,-1.93983,0.496222,0.062032,0.122016,0.09
38.3776,-1.92003,0.586264,0.0620175,0.121464,0.09
38.4044,-1.84758,0.575193,0.0625691,0.121463,0.09
38.4128,-1.54265,0.487677,0.0642945,0.120379,0.09
38.386,-1.75211,0.572644,0.0631553,0.12147,0.09
38.5864,-1.80582,0.729111,0.0642983,0.12203,0.09
38.5595,-1.70115,0.612217,0.064297,0.12148,0.09
38.6015,-1.70806,0.62863,0.064852,0.121481,0.09
38.5468,-1.35202,0.617419,0.0665125,0.120381,0.09
38.5836,-1.63663,0.654301,0.0654064,0.121481,0.09
38.6214,-1.47842,0.844403,0.0665162,0.122032,0.09
38.6088,-1.40255,0.697549,0.066515,0.121482,0.09
38.6588,-1.44515,0.796417,0.0670693,0.121482,0.09
38.6342,-1.26345,0.782655,0.0687296,0.120383,0.09
38.6845,-1.42694,0.866828,0.0676235,0.121483,0.09
38.8293,-1.31789,0.839274,0.0687333,0.122034,0.09
38.7585,-1.27638,0.858092,0.068732,0.121484,0.09
38.7662,-1.27275,0.897238,0.0692862,0.121484,0.09
38.7436,-1.05977,0.811932,0.0709465,0.120385,0.09
38.7763,-1.2371,0.90147,0.0698405,0.121485,0.09
38.9761,-1.06977,0.803313,0.07095,0.122037,0.09
38.8409,-1.03296,0.824528,0.0709488,0.121487,0.09
38.8253,-0.976531,0.863055,0.071503,0.121487,0.09
38.7915,-0.876112,0.811225,0.0731632,0.120388,0.09
38.7979,-0.95104,0.926284,0.0720572,0.121488,0.09
39.0203,-0.975879,0.908514,0.0731666,0.122041,0.09
38.893,-0.933437,0.921327,0.0731655,0.12149,0.09
38.9278,-1.01248,0.945013,0.0737196,0.121491,0.09
38.8005,-0.720397,0.727813,0.0753797,0.120392,0.09
38.9257,-0.963725,0.901256,0.0742737,0.121492,0.09
39.0512,-0.798375,0.723841,0.075383,0.122044,0.09
39.0518,-0.756225,0.671022,0.0753819,0.121494,0.09
39.0883,-0.82547,0.647178,0.075936,0.121495,0.09
38.8589,-0.535471,0.607055,0.0775961,0.120396,0.09
39.0525,-0.775864,0.640623,0.0764901,0.121496,0.09
39.0005,-0.542201,0.756349,0.0775993,0.122049,0.09
39.0306,-0.56931,0.658984,0.0775982,0.121498,0.09
39.0683,-0.529925,0.675826,0.0781525,0.121499,0.09
38.8529,-0.40041,0.694839,0.0798168,0.120402,0.09
39.041,-0.482952,0.722158,0.0787099,0.121501,0.09
38.9197,-0.367967,0.927547,0.0798837,0.122089,0.09
38.914,-0.406133,0.796222,0.0798662,0.121527,0.09
38.8776,-0.355896,0.836425,0.0804358,0.121539,0.09
38.7798,-0.21899,0.682678,0.0820971,0.120441,0.09
38.8487,-0.330657,0.836497,0.0809932,0.121542,0.09
38.7982,-0.153171,0.778649,0.082103,0.122096,0.09
38.7764,-0.177014,0.707789,0.082101,0.121544,0.09
38.6898,-0.188432,0.688566,0.0826549,0.121546,0.09
38.6845,-0.0402873,0.613005,0.0843157,0.120448,0.09
38.6246,-0.220434,0.662588,0.0832118,0.121549,0.09
38.7574,-0.053689,0.701217,0.0843654,0.122148,0.09
38.6359,-0.027147,0.589228,0.0843524,0.121583,0.09
38.6377,-0.0103928,0.651707,0.0849167,0.121597,0.09
38.5788,-0.0871646,0.742519,0.0865751,0.120498,0.09
38.6344,-0.0996022,0.741163,0.0854726,0.121601,0.09
38.7766,-0.107268,0.826926,0.086582,0.122154,0.09
38.6042,-0.0951135,0.78069,0.0865798,0.121602,0.09
38.6446,-0.0516669,0.856974,0.0871332,0.121603,0.09
38.5304,-0.0463671,0.935509,0.0887894,0.120501,0.09
38.665,0.0481205,0.912871,0.0876867,0.121604,0.09
38.6744,0.0362816,0.938101,0.0887958,0.122157,0.09
38.6295,0.0299392,0.914427,0.0887937,0.121605,0.09
38.5871,-0.0457502,0.929559,0.0893472,0.121606,0.09
38.4487,0.108249,0.927177,0.0910035,0.120503,0.09
38.5699,0.0106644,0.944673,0.0899007,0.121607,0.09
38.5092,0.203426,0.959737,0.0910097,0.12216,0.09
38.5511,0.158707,0.8911,0.0910077,0.121608,0.09
38.5125,0.121491,0.880182,0.0915611,0.121609,0.09
38.2883,0.115055,0.791366,0.0932176,0.120506,0.09
38.4665,0.0523288,0.927741,0.0921146,0.121609,0.09
38.32,0.224029,0.987128,0.0932236,0.122163,0.09
38.4066,0.155263,0.98779,0.0932216,0.121611,0.09
38.3864,0.228157,1.02114,0.0937751,0.121612,0.09
38.2083,0.083123,0.866678,0.0954317,0.120509,0.09
38.3684,0.224528,1.01209,0.0943286,0.121612,0.09
38.138,0.173277,0.965547,0.0954375,0.122166,0.09
38.2746,0.158544,1.02492,0.0954356,0.121614,0.09
38.2786,0.179869,1.08496,0.0959891,0.121614,0.09
38.1318,0.124398,0.881983,0.0976459,0.120512,0.09
38.285,0.252465,1.08784,0.0965426,0.121615,0.09
38.1754,0.269599,0.854626,0.0976515,0.122169,0.09
38.2315,0.22342,1.02316,0.0976496,0.121617,0.09
38.1898,0.127529,1.09817,0.0982031,0.121617,0.09
38.1637,0.228934,0.70676,0.0998601,0.120514,0.09
38.1901,0.167826,1.0763,0.0987567,0.121618,0.09
38.2777,0.362788,0.815298,0.0998655,0.122172,0.09
38.2513,0.339657,0.895633,0.0998637,0.121619,0.09
38.2088,0.249026,0.941227,0.100417,0.12162,0.09
38.2117,0.225058,0.845334,0.102074,0.120517,0.09
38.1363,0.157367,0.959812,0.100971,0.121621,0.09
38.1846,0.161322,0.927326,0.10208,0.122175,0.09
38.1917,0.231729,0.983831,0.102078,0.121622,0.09
38.2419,0.215904,0.984426,0.102631,0.121623,0.09
38.2414,0.133646,0.861817,0.104289,0.12052,0.09
38.2311,0.169594,0.952094,0.103185,0.121623,0.09
38.2166,0.0573622,0.852562,0.104294,0.122177,0.09
38.2042,0.0883573,0.924888,0.104292,0.121625,0.09
38.2742,0.122257,0.876347,0.104846,0.121625,0.09
38.293,0.0817797,0.668993,0.106503,0.120522,0.09
38.3389,0.127334,0.843117,0.105399,0.121626,0.09
38.3558,0.0533643,0.871295,0.106508,0.12218,0.09
38.3579,0.0686341,0.737643,0.106506,0.121627,0.09
38.347,0.179911,0.61373,0.10706,0.121628,0.09
38.3261,0.200487,0.63583,0.108718,0.120525,0.09
38.3475,0.16741,0.617165,0.107614,0.121629,0.09
38.4169,0.0907766,0.779511,0.108723,0.122182,0.09
38.4019,0.136835,0.623634,0.108721,0.12163,0.09
38.4435,0.267816,0.528015,0.109275,0.12163,0.09
38.2816,0.350491,0.721802,0.110932,0.120527,0.09
38.4396,0.274717,0.588284,0.109828,0.121631,0.09
38.424,0.23105,0.699221,0.110937,0.122185,0.09
38.3619,0.243367,0.74421,0.110935,0.121632,0.09
38.3905,0.310657,0.751482,0.111489,0.121633,0.09
38.3376,0.450116,0.602356,0.113147,0.120529,0.09
38.4219,0.348069,0.752868,0.112043,0.121633,0.09
38.4535,0.444386,0.693069,0.113152,0.122187,0.09
38.4307,0.423579,0.735435,0.11315,0.121635,0.09
38.462,0.412879,0.74672,0.113704,0.121635,0.09
37.0688,-1.78971,0.699326,0.0463623,0.12259,0.09
36.8923,-1.70443,0.411856,0.045252,0.123694,0.09
36.8376,-1.6276,0.389857,0.0446979,0.123695,0.09
37.0606,-1.80806,0.35905,0.0463591,0.124242,0.09
36.875,-1.78248,0.40567,0.0463601,0.123692,0.09
36.8842,-1.88756,0.418369,0.0469143,0.123691,0.09
37.2791,-1.8186,0.826426,0.0485789,0.122587,0.09
36.9822,-2.01777,0.423379,0.0474684,0.12369,0.09
37.1307,-2.06188,0.617298,0.0485756,0.124239,0.09
37.085,-1.91432,0.407566,0.0485767,0.123688,0.09
37.2295,-1.81382,0.326502,0.0491309,0.123687,0.09
37.4097,-2.07588,0.889083,0.0507956,0.122584,0.09
37.2951,-2.02204,0.397867,0.049685,0.123686,0.09
37.2172,-2.2486,0.625726,0.0507922,0.124235,0.09
37.2014,-2.20926,0.546586,0.0507934,0.123685,0.09
37.3194,-2.03386,0.565484,0.0513476,0.123684,0.09
37.5065,-2.03204,0.747261,0.0530126,0.122581,0.09
37.4613,-2.15938,0.649687,0.0519018,0.123683,0.09
37.586,-2.3388,0.83137,0.0530091,0.124232,0.09
37.5479,-2.19963,0.700357,0.0530103,0.123682,0.09
37.742,-1.95602,0.622573,0.0535646,0.123681,0.09
37.6669,-2.23937,0.725048,0.0552298,0.122579,0.09
37.8777,-2.03318,0.605534,0.0541188,0.123681,0.09
37.7373,-2.38582,0.705176,0.0552263,0.124231,0.09
37.6731,-2.36029,0.789702,0.0552275,0.12368,0.09
37.8056,-2.11941,0.741935,0.0557818,0.12368,0.09
37.9096,-2.10693,0.487086,0.057448,0.122578,0.09
37.9265,-2.0498,0.757812,0.0563362,0.12368,0.09
37.8254,-2.38813,0.76405,0.0574501,0.124227,0.09
37.8606,-2.27381,0.87924,0.0574468,0.123679,0.09
38.0619,-2.22869,0.857483,0.0580119,0.123675,0.09
38.256,-2.0926,0.626529,0.0597451,0.122562,0.09
38.2297,-2.22232,0.870442,0.0585871,0.123669,0.09
38.2871,-2.16803,0.654017,0.0597444,0.124212,0.09
38.2375,-2.11946,0.868309,0.0597446,0.123662,0.09
38.2669,-2.06318,0.82979,0.0603407,0.123663,0.09
38.5238,-1.96119,0.491583,0.0620373,0.122567,0.09
38.3233,-2.06422,0.803033,0.0609289,0.123667,0.09
38.2495,-1.92676,0.80145,0.0620401,0.124218,0.09
38.2887,-1.98269,0.756565,0.0620393,0.123668,0.09
38.3001,-1.9154,0.749848,0.0625768,0.123665,0.09
38.6553,-1.91353,0.69455,0.0642995,0.122581,0.09
38.4598,-1.95069,0.78681,0.0631592,0.123671,0.09
38.5819,-2.1294,0.91091,0.0643032,0.124232,0.09
38.6526,-2.04687,0.767855,0.064302,0.123681,0.09
38.7014,-1.84352,0.720465,0.064857,0.123682,0.09
38.8345,-1.57838,0.740381,0.0665175,0.122583,0.09
38.8239,-1.7243,0.669602,0.0654113,0.123683,0.09
39.0596,-1.55046,0.847865,0.0665212,0.124234,0.09
39.0557,-1.68226,0.741513,0.0665199,0.123683,0.09
38.9876,-1.52112,0.75391,0.0670742,0.123684,0.09
38.9694,-1.37697,0.638373,0.0687345,0.122585,0.09
38.9211,-1.46603,0.762652,0.0676284,0.123685,0.09
38.947,-1.65604,1.00133,0.0687381,0.124236,0.09
39.0375,-1.50191,0.814271,0.0687369,0.123686,0.09
39.1458,-1.45825,0.835256,0.069291,0.123687,0.09
39.0553,-1.14339,0.780109,0.0709512,0.122588,0.09
39.1449,-1.44397,0.861991,0.0698452,0.123687,0.09
39.259,-1.46341,1.03983,0.0709547,0.12424,0.09
39.2351,-1.3577,0.879324,0.0709535,0.123689,0.09
39.3571,-1.10798,0.825049,0.0715077,0.12369,0.09
39.0637,-1.01849,0.987062,0.0731677,0.122591,0.09
39.3127,-1.02439,0.855093,0.0720618,0.123691,0.09
39.0889,-0.890971,0.933114,0.0731711,0.124244,0.09
39.1408,-0.973908,0.857397,0.07317,0.123693,0.09
39.1553,-0.853513,0.800337,0.0737241,0.123694,0.09
38.9399,-0.853223,0.929445,0.0753841,0.122595,0.09
39.1757,-0.812266,0.835391,0.0742781,0.123695,0.09
39.0744,-0.962709,0.903181,0.0753873,0.124248,0.09
39.1376,-0.90884,0.877564,0.0753863,0.123697,0.09
39.2062,-0.857151,0.847584,0.0759403,0.123698,0.09
38.9443,-0.515306,0.964301,0.0776007,0.1226,0.09
39.2914,-0.72129,0.877982,0.0764947,0.123699,0.09
39.0867,-0.497986,0.931131,0.077659,0.124279,0.09
39.2467,-0.538728,0.966553,0.0776261,0.123711,0.09
39.2157,-0.474926,0.966387,0.0782112,0.123729,0.09
38.9423,-0.323209,1.03218,0.0798884,0.122643,0.09
39.2187,-0.490021,1.00441,0.0787817,0.123742,0.09
39.1762,-0.181709,0.842592,0.0798953,0.124298,0.09
39.2234,-0.207779,0.879767,0.0798933,0.123747,0.09
39.0842,-0.122376,0.88107,0.0804472,0.123748,0.09
38.8654,-0.152811,0.859345,0.082108,0.12265,0.09
38.9966,-0.173437,0.920784,0.0810043,0.123751,0.09
38.9451,-0.252475,0.869015,0.0821605,0.124354,0.09
38.9421,-0.203632,0.897076,0.0821468,0.123788,0.09
38.9811,-0.153474,0.894795,0.0827117,0.123802,0.09
38.912,-0.0873789,0.776574,0.0843701,0.122703,0.09
38.9763,-0.147982,0.897396,0.0832677,0.123806,0.09
38.8833,-0.0885469,0.921084,0.084377,0.12436,0.09
38.847,-0.0942826,0.887071,0.0843748,0.123808,0.09
38.8466,0.0573334,0.832189,0.0849282,0.123809,0.09
38.9156,-0.0963987,0.840833,0.0865841,0.122707,0.09
38.8118,0.0571382,0.852232,0.0854816,0.12381,0.09
38.8606,-0.0511107,1.05319,0.0865906,0.124363,0.09
38.8038,-0.0592717,0.999469,0.0865884,0.123811,0.09
38.7965,0.0509808,0.972863,0.0871419,0.123812,0.09
38.7183,0.0734458,0.931053,0.0887979,0.12271,0.09
38.7623,0.162771,0.950789,0.0876953,0.123813,0.09
38.7984,0.200552,1.08729,0.0888041,0.124367,0.09
38.7573,0.169964,1.05412,0.0888021,0.123814,0.09
38.7605,0.117805,1.07572,0.0893555,0.123815,0.09
38.4654,0.251587,0.985586,0.0910117,0.122713,0.09
38.69,0.136822,1.06277,0.0899089,0.123816,0.09
38.5708,0.335916,1.02334,0.0910177,0.12437,0.09
38.5398,0.300609,1.06916,0.0910157,0.123817,0.09
38.5582,0.30589,1.06412,0.0915691,0.123818,0.09
38.1999,0.263122,0.982354,0.0932256,0.122716,0.09
38.5377,0.266145,1.08675,0.0921226,0.123819,0.09
38.417,0.561765,1.00616,0.0932313,0.124373,0.09
38.333,0.454189,0.99145,0.0932294,0.12382,0.09
38.2312,0.485107,1.01892,0.0937828,0.123821,0.09
38.0334,0.186613,0.945535,0.0954394,0.122719,0.09
38.254,0.386604,1.16774,0.0943363,0.123822,0.09
38.4231,0.34207,1.18899,0.095445,0.124376,0.09
38.3115,0.30729,1.21431,0.0954431,0.123824,0.09
38.2533,0.284733,1.243,0.0959966,0.123824,0.09
38.1569,0.328673,0.766644,0.0976533,0.122722,0.09
38.2162,0.271506,1.29957,0.09655,0.123825,0.09
38.3704,0.330661,1.16947,0.0976587,0.124379,0.09
38.3039,0.361735,1.24004,0.0976569,0.123827,0.09
38.2854,0.289287,1.21649,0.0982104,0.123827,0.09
38.2859,0.36417,0.765891,0.0998673,0.122724,0.09
38.225,0.216731,1.16811,0.0987638,0.123828,0.09
38.1807,0.312998,0.978602,0.0998725,0.124382,0.09
38.2484,0.331833,0.998806,0.0998708,0.123829,0.09
38.2622,0.331247,0.958004,0.100424,0.12383,0.09
38.1747,0.110457,0.871812,0.102081,0.122727,0.09
38.2503,0.264956,0.907916,0.100978,0.123831,0.09
38.1543,0.237287,0.940407,0.102086,0.124385,0.09
38.1853,0.14693,0.991391,0.102085,0.123832,0.09
38.1794,0.141067,1.09363,0.102638,0.123833,0.09
38.2402,0.0588324,0.812939,0.104296,0.12273,0.09
38.1905,0.164022,1.07606,0.103192,0.123834,0.09
38.1063,0.115212,1.03517,0.1043,0.124388,0.09
38.2144,0.134751,1.04386,0.104299,0.123835,0.09
38.232,0.104999,0.995746,0.104852,0.123836,0.09
38.3498,0.0264258,0.930165,0.10651,0.122733,0.09
38.2014,0.0834162,0.999879,0.105406,0.123836,0.09
38.1628,-0.0860144,0.93281,0.106515,0.124391,0.09
38.2686,-0.0440036,0.896601,0.106513,0.123838,0.09
38.3355,0.00316928,0.752602,0.107067,0.123839,0.09
38.4519,0.0460481,0.896112,0.108724,0.122735,0.09
38.4053,0.0471383,0.68858,0.10762,0.123839,0.09
38.4831,-0.0854953,0.748587,0.108729,0.124393,0.09
38.5526,-0.0514252,0.695249,0.108727,0.12384,0.09
38.5636,0.0218089,0.658257,0.109281,0.123841,0.09
38.4922,0.230048,0.681947,0.110939,0.122738,0.09
38.6437,0.135333,0.610737,0.109834,0.123842,0.09
38.8236,0.191693,0.6012,0.110943,0.124396,0.09
38.7454,0.237634,0.623638,0.110942,0.123843,0.09
38.7432,0.228357,0.611528,0.111495,0.123844,0.09
38.4511,0.462409,0.606328,0.113153,0.12274,0.09
38.7418,0.252457,0.612153,0.112049,0.123844,0.09
38.8292,0.502964,0.545056,0.113158,0.124398,0.09
38.687,0.498488,0.483007,0.113156,0.123846,0.09
38.6176,0.527816,0.518339,0.11371,0.123846,0.09
38.4754,0.520239,0.708609,0.115366,0.12219,0.09
38.4233,0.633604,0.63458,0.115368,0.122742,0.09
38.5761,0.509645,0.569636,0.114263,0.123847,0.09
38.6482,0.755827,0.655669,0.115372,0.124401,0.09
38.484,0.733144,0.572358,0.115371,0.123848,0.09
38.4328,0.807923,0.610433,0.115924,0.123849,0.09
36.6655,-1.73875,0.435747,0.0441378,0.124249,0.09
36.6943,-1.94209,0.436914,0.0441169,0.124808,0.09
36.8204,-1.70558,0.52041,0.0429519,0.125946,0.09
36.7649,-1.77318,0.487396,0.0423989,0.125948,0.09
36.5061,-1.73571,0.621398,0.044057,0.126495,0.09
36.6663,-1.77702,0.543927,0.0440623,0.125939,0.09
36.6211,-1.73511,0.541062,0.0446344,0.125926,0.09
37.2024,-1.84627,0.319221,0.046358,0.124793,0.09
36.6021,-2.00374,0.620792,0.0452224,0.125907,0.09
36.7067,-2.18376,0.625589,0.0463533,0.126446,0.09
36.626,-2.10648,0.687333,0.0463557,0.125895,0.09
36.7088,-2.05292,0.631568,0.0469101,0.125894,0.09
37.0242,-2.16626,0.701107,0.0485745,0.124789,0.09
36.8219,-1.96766,0.612892,0.0474642,0.125893,0.09
37.1168,-2.14736,0.536146,0.0485713,0.126441,0.09
37.0781,-2.09633,0.529972,0.0485723,0.125891,0.09
37.0027,-2.17755,0.405602,0.0491265,0.12589,0.09
37.3833,-2.32308,0.688827,0.0507911,0.124786,0.09
36.9485,-2.44907,0.480209,0.0496806,0.125889,0.09
37.1261,-2.57241,0.611698,0.0507877,0.126437,0.09
37.0993,-2.56397,0.594065,0.0507889,0.125887,0.09
37.094,-2.30554,0.647066,0.051343,0.125886,0.09
37.4949,-2.50424,0.898313,0.053008,0.124783,0.09
37.2585,-2.45166,0.770553,0.0518972,0.125885,0.09
37.3059,-2.21687,0.624846,0.0530045,0.126434,0.09
37.2497,-2.30194,0.640292,0.0530056,0.125884,0.09
37.1466,-2.25028,0.49194,0.0535599,0.125883,0.09
37.7892,-2.45843,0.647642,0.0552251,0.124781,0.09
37.2098,-2.35596,0.532645,0.0541141,0.125883,0.09
37.7035,-2.89093,0.884675,0.0552215,0.126432,0.09
37.6094,-2.75293,0.709405,0.0552227,0.125882,0.09
37.7858,-2.67459,0.77831,0.0557771,0.125881,0.09
37.7875,-2.48607,0.810793,0.0574501,0.124777,0.09
37.9964,-2.28491,0.908737,0.0563314,0.125881,0.09
38.3652,-2.29371,0.89157,0.0574474,0.126428,0.09
38.2355,-2.3672,0.849309,0.057448,0.125878,0.09
38.041,-2.47092,0.78855,0.0580274,0.125871,0.09
38.2876,-2.30925,0.732092,0.0597442,0.124762,0.09
37.9083,-2.63709,0.788348,0.0585899,0.125869,0.09
38.5863,-2.97113,0.84411,0.0597436,0.126413,0.09
38.3661,-2.8513,0.881004,0.0597438,0.125863,0.09
38.5894,-2.56074,0.823598,0.0603419,0.125863,0.09
38.3486,-1.90978,0.69623,0.062042,0.124768,0.09
38.6568,-2.31109,0.739602,0.0609317,0.125868,0.09
38.8008,-2.56987,0.782153,0.0620505,0.12642,0.09
38.9055,-2.27408,0.751107,0.0620496,0.12587,0.09
39.0102,-2.28201,0.788367,0.0626047,0.125871,0.09
38.5037,-2.16565,0.839054,0.0643045,0.124782,0.09
38.9879,-2.10901,0.7742,0.06317,0.125873,0.09
39.4743,-1.88884,0.528141,0.0643082,0.126433,0.09
39.0066,-1.90974,0.533044,0.064307,0.125883,0.09
38.8919,-2.1195,0.595486,0.064862,0.125884,0.09
39.0072,-1.48295,0.944521,0.0665224,0.124784,0.09
38.8081,-2.26734,0.7325,0.0654163,0.125884,0.09
39.1223,-2.33136,0.831077,0.0665261,0.126436,0.09
38.9923,-2.1161,1.05058,0.0665248,0.125885,0.09
39.209,-1.74404,1.03792,0.0670791,0.125886,0.09
38.946,-1.75999,0.966731,0.0687393,0.124787,0.09
39.3086,-1.51643,1.00552,0.0676333,0.125887,0.09
39.3665,-1.73309,0.894783,0.0687428,0.126439,0.09
39.2817,-1.57932,0.897083,0.0687417,0.125888,0.09
39.2673,-1.71879,1.04864,0.0692958,0.125889,0.09
39.1745,-1.55164,1.20292,0.0709558,0.12479,0.09
39.204,-1.65771,1.06505,0.0698499,0.12589,0.09
39.5774,-1.49258,1.02534,0.0709593,0.126442,0.09
39.3341,-1.53955,1.0054,0.0709581,0.125892,0.09
39.4135,-1.32981,1.01895,0.0715122,0.125893,0.09
39.24,-0.870418,1.02092,0.0731722,0.124794,0.09
39.4232,-1.01529,0.846145,0.0720663,0.125894,0.09
39.5171,-1.33275,1.00255,0.0731755,0.126447,0.09
39.5084,-1.17054,0.96532,0.0731744,0.125896,0.09
39.5341,-1.10379,1.12864,0.0737285,0.125897,0.09
39.1473,-0.965468,0.94447,0.0753888,0.124799,0.09
39.4786,-0.832036,1.12032,0.0742827,0.125898,0.09
39.6147,-0.964199,0.945343,0.0754483,0.126479,0.09
39.5982,-0.887045,0.895364,0.0754155,0.125911,0.09
39.6139,-0.99027,0.986854,0.0760026,0.12593,0.09
39.0125,-0.386058,0.960045,0.0776779,0.124842,0.09
39.5091,-0.626943,0.93059,0.0765741,0.125943,0.09
39.625,-0.293709,1.10239,0.0776876,0.1265,0.09
39.4294,-0.323107,0.923845,0.0776858,0.125948,0.09
39.4829,-0.503464,1.11051,0.0782395,0.12595,0.09
39.1513,-0.162351,0.915574,0.0799006,0.124853,0.09
39.4524,-0.556516,1.20069,0.0787943,0.125952,0.09
39.3459,-0.245647,1.18356,0.0799499,0.126551,0.09
39.3757,-0.186662,1.13271,0.07994,0.12599,0.09
39.3649,-0.0344581,1.10307,0.0805069,0.126007,0.09
38.9628,-0.253927,0.92021,0.0821654,0.124909,0.09
39.4388,-0.0552006,1.10121,0.0810631,0.126012,0.09
39.2157,-0.0230642,1.04367,0.0821723,0.126566,0.09
39.2005,-0.131061,0.995921,0.0821701,0.126014,0.09
39.2052,-0.112317,1.03343,0.0827234,0.126014,0.09
38.9057,-0.0351025,0.966675,0.0843792,0.124912,0.09
39.2379,-0.0167459,1.077,0.0832768,0.126015,0.09
39.0896,0.137545,1.15221,0.0843856,0.126569,0.09
39.1534,0.105085,1.07831,0.0843835,0.126017,0.09
39.11,0.124624,1.02194,0.0849368,0.126018,0.09
38.7995,-0.0776432,1.09168,0.0865927,0.124916,0.09
39.1445,0.177992,0.945999,0.0854901,0.126019,0.09
39.1461,0.207256,1.12645,0.0865988,0.126573,0.09
38.978,0.00904942,1.16976,0.0865968,0.12602,0.09
38.8268,0.0536916,1.23661,0.0871501,0.126021,0.09
38.748,0.241457,1.01816,0.0888062,0.124919,0.09
38.801,0.305112,1.29497,0.0877035,0.126022,0.09
38.9172,0.365754,1.14328,0.0888121,0.126576,0.09
38.8578,0.410863,1.10472,0.0888101,0.126024,0.09
38.8161,0.34011,1.01885,0.0893635,0.126024,0.09
38.6011,0.385793,0.925583,0.0910196,0.124922,0.09
38.6749,0.308722,0.988856,0.0899168,0.126025,0.09
38.7963,0.674692,1.11033,0.0910253,0.126579,0.09
38.6128,0.545808,1.04323,0.0910235,0.126027,0.09
38.5546,0.481906,1.16354,0.0915768,0.126028,0.09
38.5535,0.66269,0.998566,0.0932332,0.124925,0.09
38.4891,0.390771,1.3129,0.0921302,0.126029,0.09
38.5069,0.607213,1.12113,0.0932387,0.126583,0.09
38.536,0.679635,1.07896,0.0932369,0.12603,0.09
38.5709,0.689158,0.962165,0.0937902,0.126031,0.09
38.4798,0.364083,1.15708,0.0954468,0.124928,0.09
38.5382,0.489669,1.09099,0.0943436,0.126032,0.09
38.3492,0.615442,1.4196,0.0954521,0.126586,0.09
38.3388,0.5039,1.32519,0.0954503,0.126034,0.09
38.2778,0.68175,1.26584,0.0960037,0.126034,0.09
38.3807,0.328742,1.08008,0.0976605,0.124932,0.09
38.2563,0.696786,1.25308,0.0965571,0.126035,0.09
38.1599,0.457697,1.35548,0.0976656,0.126589,0.09
38.2572,0.424694,1.23697,0.0976639,0.126037,0.09
38.2352,0.56133,1.1554,0.0982173,0.126037,0.09
38.157,0.340239,0.98432,0.0998742,0.124935,0.09
38.1551,0.587375,1.17941,0.0987707,0.126038,0.09
38.2078,0.598324,1.35089,0.0998792,0.126592,0.09
38.1466,0.501198,1.25195,0.0998776,0.12604,0.09
38.0858,0.404548,1.34225,0.100431,0.126041,0.09
38.1333,0.308341,1.05625,0.102088,0.124938,0.09
38.0901,0.457956,1.29335,0.100984,0.126041,0.09
37.7846,0.39812,1.23999,0.102093,0.126595,0.09
37.8962,0.376052,1.29592,0.102091,0.126043,0.09
37.9922,0.269054,1.17709,0.102645,0.126044,0.09
38.1026,0.0993853,1.03431,0.104302,0.12494,0.09
38.1022,0.124039,1.12035,0.103198,0.126044,0.09
38.1173,0.166952,1.01311,0.104307,0.126598,0.09
38.2397,0.157429,0.947889,0.104305,0.126046,0.09
38.153,0.280891,0.976289,0.104859,0.126046,0.09
38.1467,-0.109499,0.98961,0.106516,0.124943,0.09
37.9634,0.182887,1.06145,0.105412,0.126047,0.09
38.0605,-0.345566,1.11508,0.106521,0.126601,0.09
38.1645,-0.241179,1.09429,0.106519,0.126049,0.09
38.2836,-0.388015,0.965365,0.107073,0.126049,0.09
38.4159,-0.104804,0.809877,0.10873,0.124946,0.09
38.397,-0.19308,0.739657,0.107626,0.12605,0.09
38.5516,-0.26021,0.554981,0.108735,0.126604,0.09
38.4993,-0.175016,0.6055,0.108733,0.126051,0.09
38.5697,-0.30134,0.593991,0.109287,0.126052,0.09
38.8927,0.0950145,0.567212,0.110945,0.124949,0.09
38.6723,-0.413288,0.621669,0.10984,0.126053,0.09
39.0142,-0.437704,0.670341,0.110949,0.126607,0.09
38.9839,-0.253069,0.558539,0.110948,0.126054,0.09
39.0996,0.11153,0.344102,0.111501,0.126055,0.09
38.954,0.464861,0.62467,0.113159,0.124951,0.09
39.0726,0.272054,0.424901,0.112055,0.126055,0.09
39.2294,0.354243,0.627238,0.113163,0.126609,0.09
39.1193,0.399945,0.638799,0.113162,0.126057,0.09
39.1407,0.401091,0.640002,0.113716,0.126057,0.09
38.8854,0.77378,0.747694,0.115374,0.124954,0.09
39.1679,0.576719,0.582955,0.114269,0.126058,0.09
